,Player,Year,PTS,AST,MVP Votes
10427,Bernard Robinson,2005,3.0,1.0,0.0
9190,Antonio McDyess,2002,11.3,1.8,0.0
9200,Mengke Bateer,2002,5.1,0.8,0.0
10426,Tate George,1993,2.5,1.2,0.0
9201,Ryan Bowen,2002,4.9,0.7,0.0
9202,Scott Williams,2002,4.9,0.3,0.0
9203,Shawnelle Scott,2002,3.9,0.4,0.0
9204,Tim Hardaway,2002,9.6,4.1,0.0
9205,Voshon Lenard,2002,11.5,1.8,0.0
9206,Zendon Hamilton,2002,6.0,0.3,0.0
9207,Antonio McDyess,2005,9.6,0.9,0.0
9191,Calbert Cheaney,2002,7.3,1.6,0.0
10430,Emeka Okafor,2005,15.1,0.9,0.0
10435,Jason Kapono,2005,8.5,0.8,0.0
10432,Jahidi White,2005,2.5,0.1,0.0
9172,Nick Van Exel,1999,16.5,7.4,0.0
9173,Raef LaFrentz,1999,13.8,0.7,0.0
9174,Tyson Wheeler,1999,4.0,2.0,0.0
9175,Antonio McDyess,2000,19.1,2.0,0.0
10433,Jamal Sampson,2005,3.4,0.3,0.0
9176,Bryant Stith,2000,5.6,1.4,0.0
9177,Chauncey Billups,2000,8.6,3.0,0.0
9178,Chris Gatling,2000,11.9,0.8,0.0
9179,Chris Herren,2000,3.1,2.5,0.0
9180,Cory Alexander,2000,2.8,2.0,0.0
9189,Tariq Abdul-Wahad,2000,11.4,1.6,0.0
10431,Gerald Wallace,2005,11.1,2.0,0.0
9181,George McCloud,2000,10.1,3.2,0.0
9182,James Posey,2000,8.2,1.8,0.0
9183,Keon Clark,2000,8.6,0.9,0.0
9184,Nick Van Exel,2000,16.1,9.0,0.0
9185,Popeye Jones,2000,2.6,0.5,0.0
9186,Raef LaFrentz,2000,12.4,1.2,0.0
9187,Roy Rogers,2000,2.2,0.2,0.0
9188,Ryan Bowen,2000,2.5,0.4,0.0
9208,Ben Wallace,2005,9.7,1.7,0.0
10425,Sam Bowie,1993,9.1,1.6,0.0
10424,Rumeal Robinson,1993,8.4,4.0,0.0
9236,Antonio McDyess,2011,5.3,1.2,0.0
9226,Ian Mahinmi,2010,3.9,0.1,0.0
9227,Keith Bogans,2010,4.4,1.2,0.0
9228,Malik Hairston,2010,2.1,0.3,0.0
9230,Marcus Haislip,2010,2.5,0.0,0.0
9231,Matt Bonner,2010,7.0,1.0,0.0
9232,Richard Jefferson,2010,12.3,2.0,0.0
9233,Roger Mason,2010,6.3,1.7,0.0
9234,Tim Duncan,2010,17.9,3.2,0.0
9235,Tony Parker,2010,16.0,5.7,0.0
10417,Dražen Petrović,1993,22.3,3.5,0.0
9209,Carlos Arroyo,2005,6.6,4.0,0.0
9237,Bobby Simmons,2011,0.0,1.0,0.0
9238,Chris Quinn,2011,2.0,1.0,0.0
10416,Doug Lee,1993,1.0,1.0,0.0
9239,Danny Green,2011,5.1,0.3,0.0
9240,DeJuan Blair,2011,8.3,1.0,0.0
9241,Gary Neal,2011,9.8,1.2,0.0
9242,George Hill,2011,11.6,2.5,0.0
9243,Ime Udoka,2011,0.7,0.7,0.0
9244,James Anderson,2011,3.6,0.7,0.0
10418,Dwayne Schintzius,1993,1.4,0.4,0.0
9225,George Hill,2010,12.4,2.9,0.0
9224,Garrett Temple,2010,5.0,0.8,0.0
9223,DeJuan Blair,2010,7.8,0.8,0.0
9210,Carlos Delfino,2005,3.9,1.3,0.0
9211,Chauncey Billups,2005,16.5,5.8,0.0
9212,Darko Miličić,2005,1.8,0.2,0.0
10423,Rick Mahorn,1993,3.9,0.4,0.0
10422,Rafael Addison,1993,6.3,0.8,0.0
9213,Darvin Ham,2005,1.0,0.1,0.0
10421,Maurice Cheeks,1993,3.6,3.1,0.0
10420,Kenny Anderson,1993,16.9,8.2,0.0
9214,Derrick Coleman,2005,1.8,0.0,0.0
10419,Jayson Williams,1993,4.1,0.0,0.0
9215,Elden Campbell,2005,3.0,0.5,0.0
9216,Horace Jenkins,2005,2.8,0.6,0.0
9217,Lindsey Hunter,2005,3.8,1.7,0.0
9218,Rasheed Wallace,2005,14.5,1.8,0.0
9219,Richard Hamilton,2005,18.7,4.9,0.0
9547,Charlie Villanueva,2012,7.0,0.5,0.0
9220,Ronald Dupree,2005,3.2,0.5,0.0
9221,Tayshaun Prince,2005,14.7,3.0,0.0
9222,Antonio McDyess,2010,5.8,1.1,0.0
10434,Jason Hart,2005,9.5,5.0,0.0
9171,Monty Williams,1999,1.0,0.0,0.0
9094,Gary Grant,2001,2.5,0.3,0.0
9120,Bobby Phills,1997,12.6,3.4,0.0
9113,John Amaechi,1996,2.8,0.3,0.0
9114,John Crotty,1996,3.0,1.8,0.0
9115,Michael Cage,1996,6.0,0.6,0.0
10447,Dontonio Wingfield,1995,2.3,0.2,0.0
9117,Tyrone Hill,1996,7.8,0.8,0.0
10446,Detlef Schrempf,1995,19.2,3.8,0.0
9118,Antonio Lang,1997,2.7,0.5,0.0
9119,Bob Sura,1997,9.2,4.8,0.0
10445,Byron Houston,1995,3.4,0.2,0.0
9121,Carl Thomas,1997,1.1,0.4,0.0
9111,Harold Miner,1996,3.2,0.4,0.0
9122,Chris Mills,1997,13.4,2.5,0.0
9123,Danny Ferry,1997,10.6,1.8,0.0
9124,Donny Marshall,1997,3.1,0.4,0.0
9125,Mark West,1997,3.2,0.3,0.0
10444,Bill Cartwright,1995,2.4,0.3,0.0
9126,Reggie Geary,1997,1.5,0.9,0.0
9127,Shawnelle Scott,1997,1.3,0.0,0.0
9128,Terrell Brandon,1997,19.5,6.3,0.0
9129,Tyrone Hill,1997,12.9,1.2,0.0
9112,Joe Courtney,1996,1.7,0.4,0.0
9110,Donny Marshall,1996,2.3,0.2,0.0
9170,Loren Meyer,1999,1.1,0.1,0.0
9102,Will Perdue,2001,1.1,0.2,0.0
10454,Shawn Kemp,1995,18.7,1.8,0.0
9095,Greg Anthony,2001,4.9,1.4,0.0
9096,Rasheed Wallace,2001,19.2,2.8,0.0
9097,Rod Strickland,2001,9.2,5.6,0.0
9098,Scottie Pippen,2001,11.3,4.6,0.0
9099,Shawn Kemp,2001,6.5,1.0,0.0
9100,Stacey Augmon,2001,4.7,1.5,0.0
10453,Sam Perkins,1995,12.7,1.6,0.0
9101,Steve Smith,2001,13.6,2.6,0.0
10452,Rich King,1995,0.0,0.0,0.0
9109,Darryl Johnson,1996,1.1,0.1,0.0
9103,Antonio Lang,1996,2.8,0.3,0.0
10451,Nate McMillan,1995,5.2,5.3,0.0
9104,Bob Sura,1996,5.3,2.9,0.0
9105,Bobby Phills,1996,14.6,3.8,0.0
9106,Chris Mills,1996,15.1,2.4,0.0
9107,Dan Majerle,1996,10.6,2.6,0.0
9108,Danny Ferry,1996,13.3,2.3,0.0
10450,Kendall Gill,1995,13.7,2.6,0.0
10448,Ervin Johnson,1995,3.1,0.3,0.0
9130,Vitaly Potapenko,1997,5.8,0.5,0.0
9131,Antonio McDyess,1996,13.4,1.0,0.0
9132,Bryant Stith,1996,13.6,2.9,0.0
9160,Bryant Stith,1999,7.0,1.8,0.0
9152,Hot Rod Williams,1998,3.6,0.7,0.0
10438,Malik Allen,2005,5.4,0.5,0.0
9154,Kevin Johnson,1998,9.5,4.9,0.0
9155,Mark Bryant,1998,4.2,0.7,0.0
9156,Marko Milič,1998,2.8,0.4,0.0
9157,Rex Chapman,1998,15.9,3.0,0.0
10437,Keith Bogans,2005,9.6,1.8,0.0
9158,Steve Nash,1998,9.1,3.4,0.0
9159,Antonio McDyess,1999,21.2,1.6,0.0
9161,Carl Herrera,1999,2.3,0.1,0.0
9133,Dale Ellis,1996,14.9,1.7,0.0
10436,Kareem Rush,2005,8.4,1.4,0.0
9162,Chauncey Billups,1999,13.9,3.8,0.0
9163,Cory Alexander,1999,7.3,3.3,0.0
9164,Danny Fortson,1999,11.0,0.6,0.0
9165,Eric Washington,1999,5.4,0.8,0.0
9166,Eric Williams,1999,7.3,1.0,0.0
9167,Johnny Taylor,1999,5.8,0.7,0.0
9168,Kelly McCarty,1999,2.0,0.0,0.0
9169,Keon Clark,1999,3.3,0.4,0.0
9151,Horacio Llamas,1998,3.0,0.1,0.0
9150,George McCloud,1998,7.2,1.3,0.0
10439,Matt Carroll,2005,9.0,0.7,0.0
9149,Dennis Scott,1998,11.0,1.9,0.0
9134,Dikembe Mutombo,1996,11.0,1.5,0.0
10443,Theron Smith,2005,3.2,0.8,0.0
9135,Don MacLean,1996,11.2,1.6,0.0
9136,Doug Overton,1996,3.3,1.9,0.0
9137,Greg Grant,1996,2.7,3.1,0.0
9138,Jalen Rose,1996,10.0,6.2,0.0
9139,LaPhonso Ellis,1996,10.5,1.6,0.0
9140,Mahmoud Abdul-Rauf,1996,19.2,6.8,0.0
9141,Matt Fish,1996,2.9,0.4,0.0
9142,Randy Woods,1996,2.4,1.5,0.0
10442,Tamar Slay,2005,3.5,0.4,0.0
9143,Rastko Cvetković,1996,0.7,0.2,0.0
9144,Reggie Williams,1996,4.6,1.4,0.0
10441,Primož Brezec,2005,13.0,1.2,0.0
9145,Tom Hammonds,1996,4.8,0.3,0.0
9146,Antonio McDyess,1998,15.1,1.3,0.0
10440,Melvin Ely,2005,7.3,1.0,0.0
9147,Clifford Robinson,1998,14.2,2.1,0.0
9148,Danny Manning,1998,13.5,2.0,0.0
9546,Brandon Knight,2012,12.8,3.8,0.0
10358,Ricky Pierce,1991,20.5,2.2,0.0
9548,Damien Wilkins,2012,3.2,0.7,0.0
10256,Željko Rebrača,2002,6.9,0.5,0.0
10262,Danny Manning,2003,2.6,0.5,0.0
10261,Corliss Williamson,2003,12.0,1.3,0.0
9989,Toni Kukoč,1995,15.7,4.6,0.0
9990,Will Perdue,1995,8.0,1.2,0.0
9991,B.J. Armstrong,2000,7.4,2.9,0.0
9992,Chris Anstey,2000,6.0,0.9,0.0
9993,Chris Carr,2000,9.3,1.5,0.0
9994,Corey Benjamin,2000,7.7,1.1,0.0
10260,Clifford Robinson,2003,12.2,3.3,0.0
9995,Dedric Willoughby,2000,7.6,2.6,0.0
9996,Dickey Simpkins,2000,4.2,1.4,0.0
10259,Chucky Atkins,2003,7.1,2.7,0.0
10258,Chauncey Billups,2003,16.2,3.9,0.0
9997,Elton Brand,2000,20.1,1.9,0.0
9998,Fred Hoiberg,2000,9.0,2.7,0.0
9999,Hersey Hawkins,2000,7.9,2.2,0.0
10000,John Starks,2000,13.9,4.9,0.0
10001,Khalid Reeves,2000,3.7,4.3,0.0
10002,Matt Maloney,2000,6.4,2.7,0.0
10003,Metta World Peace,2000,12.0,2.8,0.0
10004,Michael Ruffin,2000,2.2,0.6,0.0
9988,Steve Kerr,1995,8.2,1.8,0.0
10263,Don Reid,2003,1.0,0.0,0.0
9986,Ron Harper,1995,6.9,2.0,0.0
9975,Will Perdue,1994,2.7,0.8,0.0
9969,Luc Longley,1994,6.9,1.4,0.0
